,raw,char,line
166, ANNE:  Why have you never lived with your father? , ANNE, Why have you never lived with your father? 
167,EMMELINE:  He's very occupied with his business affairs.  I was at two other  boarding schools before I came to this one.  But he brought me here so I would be close to grandmama and so he wouldn't worry about me. ,EMMELINE, He's very occupied with his business affairs.  I was at two other  boarding schools before I came to this one.  But he brought me here so I would be close to grandmama and so he wouldn't worry about me. 
168,ANNE:  I'm sure he means to do what's best. ,ANNE, I'm sure he means to do what's best. 
169,"EMMELINE:  What Jen Pringle said about my papa hurt, you know . . . because it's true.  ",EMMELINE," What Jen Pringle said about my papa hurt, you know . . . because it's true.  "
170,Script Index -- 1 -- 2 -- 3 -- 4 -- 5 -- 6 -- 7 -- 8 -- 9 -- Next,Script Index -- 1 -- 2 -- 3 -- 4 -- 5 -- 6 -- 7 -- 8 -- 9 -- Next,
0,Sequel Script: Part 6,Sequel Script,Part 6
1,SCENE:  Emmeline's room,SCENE, Emmeline's room
2,"EMMELINE:  [thinking]  ""Dear Papa, I want so much to return to K.L.C.  I'd like to ask you to allow me to go back to K.L.C. next term.  I was at the top of my class before I left and hoped you'd be proud of my grades.  Please understand it was all a mistake.  I tried to reach you in Baltimore, but I suppose you never received the letter.""  [knocking on door]",EMMELINE," [thinking]  ""Dear Papa, I want so much to return to K.L.C.  I'd like to ask you to allow me to go back to K.L.C. next term.  I was at the top of my class before I left and hoped you'd be proud of my grades.  Please understand it was all a mistake.  I tried to reach you in Baltimore, but I suppose you never received the letter.""  [knocking on door]"
3,"MAID: Miss Shirley is here for your tutorial, Miss.",MAID,"Miss Shirley is here for your tutorial, Miss."
4,EMMELINE:  Thank you.,EMMELINE, Thank you.
5,        SCENE:  Harris parlor,        SCENE, Harris parlor
6,EMMELINE:  Miss Shirley!  Grandmama will eat you alive!,EMMELINE, Miss Shirley!  Grandmama will eat you alive!
7,ANNE:  We're to have our studies in this room.  I simply cannot tolerate the gloominess any longer.  I have a wonderful surprise for you.  Miss Stacey has lent me a Royal Conservatory program and you can begin today.,ANNE, We're to have our studies in this room.  I simply cannot tolerate the gloominess any longer.  I have a wonderful surprise for you.  Miss Stacey has lent me a Royal Conservatory program and you can begin today.
8,EMMELINE:  I can't.  Grandmama has forbidden me--,EMMELINE, I can't.  Grandmama has forbidden me--
9,"ANNE:  Fiddlesticks!  It's high time someone reminded your grandmama what a piano sounds like.  [she tries to play]  Uh, and it shouldn't be me.  You can start with these elementary exercises as a refresher course. You will be on your own, though.  But, it is a step in the right direction.  I'll get your textbooks.  Play.  [Emmeline plays]",ANNE," Fiddlesticks!  It's high time someone reminded your grandmama what a piano sounds like.  [she tries to play]  Uh, and it shouldn't be me.  You can start with these elementary exercises as a refresher course. You will be on your own, though.  But, it is a step in the right direction.  I'll get your textbooks.  Play.  [Emmeline plays]"
10,"MRS. HARRIS:  [from other room] Pauline!  Come in here, girl.  We will answer and we will tell them we cannot accept.",MRS. HARRIS," [from other room] Pauline!  Come in here, girl.  We will answer and we will tell them we cannot accept."
11,"PAULINE HARRIS:  Mama wants her stationary, Abigail.",PAULINE HARRIS," Mama wants her stationary, Abigail."
12,"MRS. HARRIS:  Who on earth is making that confounded racket?  That piano isn't meant to be played! [entering]  Get away from there, child!  Who gave you permission to play that piano?",MRS. HARRIS," Who on earth is making that confounded racket?  That piano isn't meant to be played! [entering]  Get away from there, child!  Who gave you permission to play that piano?"
13,"ANNE:  I'm sorry, Mrs. Harris, but Emmeline must be allowed to devote some time to musical studies.",ANNE," I'm sorry, Mrs. Harris, but Emmeline must be allowed to devote some time to musical studies."
14,MRS. HARRIS:  I don't believe in young girls playing the piano in public.  It tends to make them bold and forward.,MRS. HARRIS, I don't believe in young girls playing the piano in public.  It tends to make them bold and forward.
15,"ANNE:  Why, I think perhaps you are wise, Mrs. Harris.  However, I am told that most of the young Pringle girls in Kingsport have private lessons.",ANNE," Why, I think perhaps you are wise, Mrs. Harris.  However, I am told that most of the young Pringle girls in Kingsport have private lessons."
16,MRS. HARRIS:  Oh?,MRS. HARRIS, Oh?
17,ANNE:  I just wouldn't want to be accused of negligence in Emmeline's proper upbringing.,ANNE, I just wouldn't want to be accused of negligence in Emmeline's proper upbringing.
18,"MRS. HARRIS:   Well, who gave you permission to open those windows?",MRS. HARRIS,"  Well, who gave you permission to open those windows?"
19,ANNE:  I just wanted your staff to see how dusty this room is.  It needs a thorough going over.,ANNE, I just wanted your staff to see how dusty this room is.  It needs a thorough going over.
20,"MRS. HARRIS:   Well, have it your way.  You young people are all so giddy.  Pauline wants to go away and leave me.",MRS. HARRIS,"  Well, have it your way.  You young people are all so giddy.  Pauline wants to go away and leave me."
21,"PAULINE HARRIS:  It's only for the day, mama.",PAULINE HARRIS," It's only for the day, mama."
22,"MRS. HARRIS:  ""Only for the day,"" says she.  It never seems to occur to anyone that I'd like a day out of this confounded wheelchair.",MRS. HARRIS," ""Only for the day,"" says she.  It never seems to occur to anyone that I'd like a day out of this confounded wheelchair."
23,"EMMELINE:  You may not have the use of you legs, grandmama, but there's nothing the matter with your tongue.",EMMELINE," You may not have the use of you legs, grandmama, but there's nothing the matter with your tongue."
24,"MRS. HARRIS:   Don't you dare to be impertinent, child!  I know a girl who died in her sleep after being impertinent.",MRS. HARRIS,"  Don't you dare to be impertinent, child!  I know a girl who died in her sleep after being impertinent."
25,"ANNE:  Pauline, what is it?",ANNE," Pauline, what is it?"
26,"PAULINE HARRIS:  Uh, my cousin Louisa is celebrating her wedding anniversary in Fredericton next week.  Now, I was her bridesmaid fifteen years ago and I'd do anything to be there.",PAULINE HARRIS," Uh, my cousin Louisa is celebrating her wedding anniversary in Fredericton next week.  Now, I was her bridesmaid fifteen years ago and I'd do anything to be there."
27,"MRS. HARRIS:  Well, if I die alone while you're away, Pauline, I'll leave it to your conscience.  I know what a burden I can be.",MRS. HARRIS," Well, if I die alone while you're away, Pauline, I'll leave it to your conscience.  I know what a burden I can be."
28,"PAULINE HARRIS:  Mama, please don't excite yourself.  I'm not going to go if you're not--",PAULINE HARRIS," Mama, please don't excite yourself.  I'm not going to go if you're not--"
29,"MRS. HARRIS:  I will excite myself.  Can't I have a little excitement to brighten my dull life?  Oh! Oh!  Oh, my back.  My back, it hurts.  Close that confounded window, girl.  I can feel the draft.  Pauline, get my Afghan and a cushion for my feet.  Oh!",MRS. HARRIS," I will excite myself.  Can't I have a little excitement to brighten my dull life?  Oh! Oh!  Oh, my back.  My back, it hurts.  Close that confounded window, girl.  I can feel the draft.  Pauline, get my Afghan and a cushion for my feet.  Oh!"
30,"ANNE:  Well, you know how people will talk, Mrs. Harris, if Pauline doesn't go to the anniversary.",ANNE," Well, you know how people will talk, Mrs. Harris, if Pauline doesn't go to the anniversary."
31,MRS. HARRIS:  What?,MRS. HARRIS, What?
32,"ANNE:  Oh, I'm sure in your long lifetime you've learned what idle tongues can say.",ANNE," Oh, I'm sure in your long lifetime you've learned what idle tongues can say."
33,"MRS. HARRIS:  Well, there's no need to throw my age up in my face, girl.  This town is full of tattling toadies, and don't I know it.  Well, I'm not stopping her.  I left it to her own conscience.",MRS. HARRIS," Well, there's no need to throw my age up in my face, girl.  This town is full of tattling toadies, and don't I know it.  Well, I'm not stopping her.  I left it to her own conscience."
34,ANNE:  No one would ever believe that excuse.,ANNE, No one would ever believe that excuse.
35,"EMMELINE:  Miss Shirley and I can even stay with you, grandmama.",EMMELINE," Miss Shirley and I can even stay with you, grandmama."
36,"ANNE:  Why, Pauline could probably be there and back in a day.",ANNE," Why, Pauline could probably be there and back in a day."
37,"MRS. HARRIS:  There's something behind all this, isn't there?  Why are you so set on her going?",MRS. HARRIS," There's something behind all this, isn't there?  Why are you so set on her going?"
38,"ANNE:  Because she's a good, kind daughter who needs a day off now and then.",ANNE," Because she's a good, kind daughter who needs a day off now and then."
39,"MRS. HARRIS:  Never mind her weedily ways.  Have a peppermint.  Oh.  Oh, my head.  Oh, I've got such a pain in my head and I'm so tired I can't argue anymore.  I suppose that means I'm going to have a stroke.  Oh...   Alright, you can go.  But, if you catch flu and get sick, don't blame me.",MRS. HARRIS," Never mind her weedily ways.  Have a peppermint.  Oh.  Oh, my head.  Oh, I've got such a pain in my head and I'm so tired I can't argue anymore.  I suppose that means I'm going to have a stroke.  Oh...   Alright, you can go.  But, if you catch flu and get sick, don't blame me."
40,"PAULINE HARRIS:  Oh, thank you, mama!  Thank you!  You're so good to me.  I wanted to go to cousin Louisa's so much, and--  Oh, mama, I only have this old black taffeta to wear.  Do you think--",PAULINE HARRIS," Oh, thank you, mama!  Thank you!  You're so good to me.  I wanted to go to cousin Louisa's so much, and--  Oh, mama, I only have this old black taffeta to wear.  Do you think--"
41,"MRS. HARRIS:  Black taffeta is quite good enough for Louisa Hilton's wedding.  She'd dress in scarlet, that one, if I'd let her and she's only waiting till I'm dead to do it.  As long as I'm alive you will be decent, Pauline Harris.",MRS. HARRIS," Black taffeta is quite good enough for Louisa Hilton's wedding.  She'd dress in scarlet, that one, if I'd let her and she's only waiting till I'm dead to do it.  As long as I'm alive you will be decent, Pauline Harris."
42,"PAULINE HARRIS:  Alright, mama.  I'm just going to be glad inside and not even think about what I'm wearing.  And I'm sure that you'll get along with Miss Shirley splendidly, mama.",PAULINE HARRIS," Alright, mama.  I'm just going to be glad inside and not even think about what I'm wearing.  And I'm sure that you'll get along with Miss Shirley splendidly, mama."
43,        SCENE:  School auditorium,        SCENE, School auditorium
44,"JEN PRINGLE:  ""I will not take Death's hand with any soil of hate or wrath or wrong about me.  But being friends with this past world, pass from it in the general peace of love.""  [lights down; applause]",JEN PRINGLE," ""I will not take Death's hand with any soil of hate or wrath or wrong about me.  But being friends with this past world, pass from it in the general peace of love.""  [lights down; applause]"
45,"ANNE:  Well, you've all done remarkably well and deserve multitudes of praise.  Now make sure you have your lines down packed for next Friday's rehearsal.  And, before you all go, I have one announcement to make:  Mrs. Capt. Josiah Harris and her granddaughter Emmeline would be pleased to invite you to a fall picnic tomorrow morning.   [girls squeal with joy]  Now, if you care to attend, we'll be meeting at Maplehurst at 10am.  Oh, please bring a small gift for Mrs. Harris out of politeness for her generosity in hosting this event.  You can go home, now, girls.",ANNE," Well, you've all done remarkably well and deserve multitudes of praise.  Now make sure you have your lines down packed for next Friday's rehearsal.  And, before you all go, I have one announcement to make:  Mrs. Capt. Josiah Harris and her granddaughter Emmeline would be pleased to invite you to a fall picnic tomorrow morning.   [girls squeal with joy]  Now, if you care to attend, we'll be meeting at Maplehurst at 10am.  Oh, please bring a small gift for Mrs. Harris out of politeness for her generosity in hosting this event.  You can go home, now, girls."
46,MISS STACEY:  It's coming.  Coming.,MISS STACEY, It's coming.  Coming.
47,ANNE:  They look wonderful.,ANNE, They look wonderful.
48,"MISS STACEY:  Quite a reaction from those old diaries, Anne.  It goes to show you how my old students always pull through.",MISS STACEY," Quite a reaction from those old diaries, Anne.  It goes to show you how my old students always pull through."
49,"ANNE:  Don't speak too loudly, yet.",ANNE," Don't speak too loudly, yet."
50,MISS STACEY:  I just received a letter from Gilbert Blythe.  It seems he's finally in medical school.,MISS STACEY, I just received a letter from Gilbert Blythe.  It seems he's finally in medical school.
51,"ANNE:  I know.  Well, how's he doing?",ANNE," I know.  Well, how's he doing?"
52,"MISS STACEY:  Well, you know Gilbert's so modest.  But reading between the lines, I'd say he's top of his class.  He wanted to know how you are doing, as well.",MISS STACEY," Well, you know Gilbert's so modest.  But reading between the lines, I'd say he's top of his class.  He wanted to know how you are doing, as well."
53,"ANNE:  Well, you may tell him I'm keeping out of mischief. ",ANNE," Well, you may tell him I'm keeping out of mischief. "
54,        SCENE:  Pauline's room,        SCENE, Pauline's room
55,[knocking at door],[knocking at door],
56,PAULINE HARRIS:   [cautiously]  Come in.,PAULINE HARRIS,  [cautiously]  Come in.
57,"ANNE:  It's only me, Pauline.",ANNE," It's only me, Pauline."
58,"PAULINE HARRIS:  Oh, Miss Shirley.  How do I look?",PAULINE HARRIS," Oh, Miss Shirley.  How do I look?"
59,ANNE:  Dreadful!  You simply cannot go in that old thing.  I'm going to lend you my best dress.,ANNE, Dreadful!  You simply cannot go in that old thing.  I'm going to lend you my best dress.
60,"PAULINE HARRIS:  Oh, my dear.  No, no, no.  I'm on tender hooks as it is.  Mama might change her mind.",PAULINE HARRIS," Oh, my dear.  No, no, no.  I'm on tender hooks as it is.  Mama might change her mind."
61,"ANNE:  Don't be silly.  Get up, and take this black taffeta off.  You can put this on underneath and change at the party.",ANNE," Don't be silly.  Get up, and take this black taffeta off.  You can put this on underneath and change at the party."
62,"PAULINE HARRIS:  Oh, but-- but-- but to deceive mama, I--",PAULINE HARRIS," Oh, but-- but-- but to deceive mama, I--"
63,"ANNE:  You wouldn't want to bring bad luck to a wedding anniversary wearing that black thing, would you?",ANNE," You wouldn't want to bring bad luck to a wedding anniversary wearing that black thing, would you?"
64,PAULINE HARRIS:  No.   ,PAULINE HARRIS, No.   
65,ANNE:  Good.  [Anne sprays perfume on her],ANNE, Good.  [Anne sprays perfume on her]
66,"PAULINE HARRIS:   Oh, oh, oh, no.  ",PAULINE HARRIS,"  Oh, oh, oh, no.  "
67,"ANNE:  Now, just a whiff.  ",ANNE," Now, just a whiff.  "
68,"PAULINE HARRIS:  Mama won't approve of this.  Oh, apple blossom.  Oh, how this reminds me of Adelaide Pringle when she--!",PAULINE HARRIS," Mama won't approve of this.  Oh, apple blossom.  Oh, how this reminds me of Adelaide Pringle when she--!"
69,ANNE:  Who?,ANNE, Who?
70,PAULINE HARRIS:  Morgan's wife.  Mother of the child.  She was my first cousin on mama's side.,PAULINE HARRIS, Morgan's wife.  Mother of the child.  She was my first cousin on mama's side.
71,"ANNE:  I see.  Pauline, why does your brother never visit?",ANNE," I see.  Pauline, why does your brother never visit?"
72,"PAULINE HARRIS:  Oh, Morgan, he's become just become just like papa, always ordering people about, no time for anyone else.  Morgan used to be so robust and handsome, and Adelaide used to love music and parties...",PAULINE HARRIS," Oh, Morgan, he's become just become just like papa, always ordering people about, no time for anyone else.  Morgan used to be so robust and handsome, and Adelaide used to love music and parties..."
73,ANNE:  What happened?,ANNE, What happened?
74,"PAULINE HARRIS:  Well, it's not Christian to speak of the dead.",PAULINE HARRIS," Well, it's not Christian to speak of the dead."
75,"ANNE:  Well, how did she die, then?",ANNE," Well, how did she die, then?"
76,"PAULINE HARRIS:  She ran off shortly after the child was born, and died of consumption.  The Pringles all blamed Morgan, including mama.  But it wasn't Morgan's fault.  Now mama won't have anything about that reminds her of what happened to Adelaide.",PAULINE HARRIS," She ran off shortly after the child was born, and died of consumption.  The Pringles all blamed Morgan, including mama.  But it wasn't Morgan's fault.  Now mama won't have anything about that reminds her of what happened to Adelaide."
77,"ANNE:  But that's wrong, Pauline.  What make people on this town hold such grudges against one other?",ANNE," But that's wrong, Pauline.  What make people on this town hold such grudges against one other?"
78,"PAULINE HARRIS:  Oh, the Pringles have always bickered a great deal amongst themselves.  We're very polite to each other in public.",PAULINE HARRIS," Oh, the Pringles have always bickered a great deal amongst themselves.  We're very polite to each other in public."
79,"ANNE:  I've never seen such ridiculous behavior.  It is absolutely Byzantine.  Well, in any case, Pauline Harris, you are going to have the day off of your life.",ANNE," I've never seen such ridiculous behavior.  It is absolutely Byzantine.  Well, in any case, Pauline Harris, you are going to have the day off of your life."
80,        SCENE:  Harris sitting room,        SCENE, Harris sitting room
81,"ANNE:  Good morning, Mrs. Harris.",ANNE," Good morning, Mrs. Harris."
82,"MRS. HARRIS:  Walking as if we owned the world, are we?",MRS. HARRIS," Walking as if we owned the world, are we?"
83,"ANNE:  So I do.  Come along, Pauline.",ANNE," So I do.  Come along, Pauline."
84,"PAULINE HARRIS:  I'm ready to go, mama.",PAULINE HARRIS," I'm ready to go, mama."
85,"MRS. HARRIS:  Too much color, girl.  You look painted.  ",MRS. HARRIS," Too much color, girl.  You look painted.  "
86,"PAULINE HARRIS:  Oh, no it's just,  I'm flushed.",PAULINE HARRIS," Oh, no it's just,  I'm flushed."
87,MRS. HARRIS:  And you don't smell respectable drenched in scent.,MRS. HARRIS, And you don't smell respectable drenched in scent.
88,PAULINE HARRIS:  It's just the tiniest little bit of--,PAULINE HARRIS, It's just the tiniest little bit of--
89,MRS. HARRIS:  I said drenched and I meant drenched.  Turn around.  Is that a rip under that sleeve?,MRS. HARRIS, I said drenched and I meant drenched.  Turn around.  Is that a rip under that sleeve?
90,"PAULINE HARRIS:  No, mama.",PAULINE HARRIS," No, mama."
91,"MRS. HARRIS:  Oh.  Remember your manners.  And don't forget to cross your ankles decently when you sit down.  And don't sit in a draft, either.  And don't slide down the banisters.",MRS. HARRIS," Oh.  Remember your manners.  And don't forget to cross your ankles decently when you sit down.  And don't sit in a draft, either.  And don't slide down the banisters."
92,PAULINE HARRIS:  Mama!,PAULINE HARRIS, Mama!
93,"MRS. HARRIS:  Well, you did it at Nancy Pringle's wedding.",MRS. HARRIS," Well, you did it at Nancy Pringle's wedding."
94,"PAULINE HARRIS:  Mama, that was 25 years ago!  What do you think I am?",PAULINE HARRIS," Mama, that was 25 years ago!  What do you think I am?"
95,"MRS. HARRIS:  Go on, girl.  Don't stand there jabbering.  Do you want to miss your train?",MRS. HARRIS," Go on, girl.  Don't stand there jabbering.  Do you want to miss your train?"
96,"PAULINE HARRIS:  Uh.  No, mama.",PAULINE HARRIS," Uh.  No, mama."
97,"MRS. HARRIS:  And if I'm not here when you come back, remember, leave me out in my wedding dress and mind my hair is crimped.",MRS. HARRIS," And if I'm not here when you come back, remember, leave me out in my wedding dress and mind my hair is crimped."
98,"PAULINE HARRIS:  I don't know how you'll manage her, Miss Shirley.  She's such a baby.",PAULINE HARRIS," I don't know how you'll manage her, Miss Shirley.  She's such a baby."
99,        SCENE:  Maplehurst ,        SCENE, Maplehurst 
100,GIRL:  I never thought I'd ever get a chance to visit Maplehurst.,GIRL, I never thought I'd ever get a chance to visit Maplehurst.
101,"MISS KERR:  Hattie!  Hattie Pringle, get away from there!  That's Mrs. Harris' carriage.",MISS KERR," Hattie!  Hattie Pringle, get away from there!  That's Mrs. Harris' carriage."
102,        SCENE:  Harris mansion,        SCENE, Harris mansion
103,"MRS. HARRIS:  This is outrageous!  I haven't been outside.  If I catch a cold, girl, I shall hold you responsible.",MRS. HARRIS," This is outrageous!  I haven't been outside.  If I catch a cold, girl, I shall hold you responsible."
104,ANNE:  Nonsense.  I want you to enjoy the sunshine and all the beautiful autumn colors.  We'll have a lovely carriage ride.  And you can criticize everyone as you pass by.,ANNE, Nonsense.  I want you to enjoy the sunshine and all the beautiful autumn colors.  We'll have a lovely carriage ride.  And you can criticize everyone as you pass by.
105,"MRS. HARRIS:  Criticize?  That's a very strange idea, Miss Shirley.  That is not Christian.  It's simply not Christian.   [seeing all the carriages]  What is the meaning of this, Miss Shirley?  I won't stand anymore of your monkeyshines.",MRS. HARRIS," Criticize?  That's a very strange idea, Miss Shirley.  That is not Christian.  It's simply not Christian.   [seeing all the carriages]  What is the meaning of this, Miss Shirley?  I won't stand anymore of your monkeyshines."
106,ANNE:  They're such handsome carriages and you never use them.,ANNE, They're such handsome carriages and you never use them.
107,"MRS. HARRIS:  You put them back, you hear?  They've not been out for seven years.",MRS. HARRIS," You put them back, you hear?  They've not been out for seven years."
108,"ANNE:  All the more reason to bring them out and use them.  Stop being so selfish.  Good morning, girls!  You look lovely.",ANNE," All the more reason to bring them out and use them.  Stop being so selfish.  Good morning, girls!  You look lovely."
109,GIRLS:  Good morning!,GIRLS, Good morning!
110,"MRS. HARRIS:  You wheel me back in, you hear?  This is anarchy!  Who are these rabble rousers?  Oh, dear saints above, I shall swoon.  I can't stand all this fresh air.",MRS. HARRIS," You wheel me back in, you hear?  This is anarchy!  Who are these rabble rousers?  Oh, dear saints above, I shall swoon.  I can't stand all this fresh air."
111,ANNE:  It's such a pretty day.  I thought you could host a picnic for the school.,ANNE, It's such a pretty day.  I thought you could host a picnic for the school.
112,"MRS. HARRIS:  I don't eat my lunch outside with anyone, girls.  I'm not a raggle-taggle gypsy!  Take me in!  Take me in!",MRS. HARRIS," I don't eat my lunch outside with anyone, girls.  I'm not a raggle-taggle gypsy!  Take me in!  Take me in!"
113,"ANNE:   Hush, Mrs. Harris.  Some of these girls are Pringles.",ANNE,"  Hush, Mrs. Harris.  Some of these girls are Pringles."
114,MRS. HARRIS:  Pringles?,MRS. HARRIS, Pringles?
115,"ANNE:  Yes, and you don't want them running home and telling tales.",ANNE," Yes, and you don't want them running home and telling tales."
116,MRS. HARRIS:  You'll pay for this.,MRS. HARRIS, You'll pay for this.
117,"GIRLS: Good morning, Mrs. Harris.",GIRLS,"Good morning, Mrs. Harris."
118,MRS. HARRIS:  If I catch a chill....,MRS. HARRIS, If I catch a chill....
119,"EMMELINE:  You said you wanted a day off from your wheelchair, anyway, grandmama.",EMMELINE," You said you wanted a day off from your wheelchair, anyway, grandmama."
120,MRS. HARRIS:  Be quiet!,MRS. HARRIS, Be quiet!
121,"MR. McGUINESS: Good morning, Mrs. Harris.  You look awfully chipper.",MR. McGUINESS,"Good morning, Mrs. Harris.  You look awfully chipper."
122,"MRS. HARRIS:  Thank you, Alex McGuiness.  Thank you.  Well, what does it matter if I die anyway?  I've been living on borrowed time for too long as it is.",MRS. HARRIS," Thank you, Alex McGuiness.  Thank you.  Well, what does it matter if I die anyway?  I've been living on borrowed time for too long as it is."
123,        SCENE:  Maplehurst,        SCENE, Maplehurst
124,"MRS. HARRIS:  Such friendly people.  Charming neighbors.  You know, I don't approve of criticizing people, my dear.  No.  May I ask, is that all your own hair?",MRS. HARRIS," Such friendly people.  Charming neighbors.  You know, I don't approve of criticizing people, my dear.  No.  May I ask, is that all your own hair?"
125,"ANNE:  Yes, every bit.",ANNE," Yes, every bit."
126,MRS. HARRIS:  Hmm.  Pity it's red.  But I believe red is becoming quite popular again.,MRS. HARRIS, Hmm.  Pity it's red.  But I believe red is becoming quite popular again.
127,ANNE:  Thank you.,ANNE, Thank you.
128,GIRL: You girls are late.,GIRL,You girls are late.
129,"ESSIE:  What happened, Jen?  Was your maid sick again?",ESSIE," What happened, Jen?  Was your maid sick again?"
130,        SCENE:  Park,        SCENE, Park
131,"MRS. HARRIS:  And another one?  Oh, how delightful.  Thank you, my dear.",MRS. HARRIS," And another one?  Oh, how delightful.  Thank you, my dear."
132,"ANNE:  This is my gift to you, Emmeline.",ANNE," This is my gift to you, Emmeline."
133,"EMMELINE:  Oh, Miss Shirley.  However did you pay for this?",EMMELINE," Oh, Miss Shirley.  However did you pay for this?"
134,ANNE:  I had some lucky savings put aside.,ANNE, I had some lucky savings put aside.
135,"EMMELINE:  Oh, thank you a million times over.  Someday I'll make it up to you.",EMMELINE," Oh, thank you a million times over.  Someday I'll make it up to you."
136,"MRS. HARRIS:  Now, wasn't that sweet of all these girls to give me gifts?",MRS. HARRIS," Now, wasn't that sweet of all these girls to give me gifts?"
137,"ANNE:  Yes, it was.",ANNE," Yes, it was."
138,"MRS. HARRIS:  I rather like your laugh, Miss Shirley.  That nervous giggle of Pauline's gets on my nerves.",MRS. HARRIS," I rather like your laugh, Miss Shirley.  That nervous giggle of Pauline's gets on my nerves."
139,"ANNE:  Well, I hope she has a wonderful time at the party.",ANNE," Well, I hope she has a wonderful time at the party."
140,"MRS. HARRIS:  She's probably overeaten and made herself ill.  Like her father, that girl.  Hmph.  He never knew when he had enough.  Hmph.  Did I ever show you Josiah's picture, Miss Shirley?",MRS. HARRIS," She's probably overeaten and made herself ill.  Like her father, that girl.  Hmph.  He never knew when he had enough.  Hmph.  Did I ever show you Josiah's picture, Miss Shirley?"
141,"ANNE:  Why, he was very handsome.  Full of heroic spirit, I'd say.",ANNE," Why, he was very handsome.  Full of heroic spirit, I'd say."
142,"MRS. HARRIS:  Yes, he was the handsomest man in Kingsport.  And he adored me.  We consulted each other about absolutely everything.  Mind you, we didn't always agree.  No.  He had his fits of temper.  Oh, yes.  And so did I.  [laughs]  Do you know what he did when I bought a daycap he didn't like?",MRS. HARRIS," Yes, he was the handsomest man in Kingsport.  And he adored me.  We consulted each other about absolutely everything.  Mind you, we didn't always agree.  No.  He had his fits of temper.  Oh, yes.  And so did I.  [laughs]  Do you know what he did when I bought a daycap he didn't like?"
143,ANNE:  I can't imagine.,ANNE, I can't imagine.
144,"MRS. HARRIS:  He ate it.  It gave him a terrible stomach pain.  Yes, serves him right.  He was so irked that I had neglected to consult him.  [laughs/cries]  How could he go away and leave me alone and crippled like this?  Dying was the only thing that he ever dared to do without consulting me.  Won't be long before we're together again.  There's no one--no man like him.  No. This is a degenerate age, Miss Shirley.",MRS. HARRIS," He ate it.  It gave him a terrible stomach pain.  Yes, serves him right.  He was so irked that I had neglected to consult him.  [laughs/cries]  How could he go away and leave me alone and crippled like this?  Dying was the only thing that he ever dared to do without consulting me.  Won't be long before we're together again.  There's no one--no man like him.  No. This is a degenerate age, Miss Shirley."
145,ANNE:  What about your son?,ANNE, What about your son?
146,"MRS. HARRIS:  Morgan.  Well, he managed his money successfully, if that's any merit.  His father spoiled him.  Well, he should never have married his cousin.  It's a blessing that poor Adelaide Pringle died, poor soul.  Morgan got what he deserved, I suppose.",MRS. HARRIS," Morgan.  Well, he managed his money successfully, if that's any merit.  His father spoiled him.  Well, he should never have married his cousin.  It's a blessing that poor Adelaide Pringle died, poor soul.  Morgan got what he deserved, I suppose."
147,"ANNE:  That's a very inhuman attitude for a mother, Mrs. Harris.",ANNE," That's a very inhuman attitude for a mother, Mrs. Harris."
148,"MRS. HARRIS:  Yes. Well, we're not exactly famous for compassion, Miss Shirley, especially among ourselves. No.   Anyway.  They're all waiting for me to die so they can get their hands on the money.",MRS. HARRIS," Yes. Well, we're not exactly famous for compassion, Miss Shirley, especially among ourselves. No.   Anyway.  They're all waiting for me to die so they can get their hands on the money."
149,ANNE:  Perhaps you ought to realize that Emmeline only  wants to be cared for.,ANNE, Perhaps you ought to realize that Emmeline only  wants to be cared for.
150,MRS. HARRIS:  Well.,MRS. HARRIS, Well.
151,"ANNE:  If you have any compassion left in your soul, you might spend it on her.",ANNE," If you have any compassion left in your soul, you might spend it on her."
152,"MRS. HARRIS:  Children should be seen and not heard.  [Anne starts to leave]  You seem to be very broad-minded in your opinions, Miss Shirley.",MRS. HARRIS," Children should be seen and not heard.  [Anne starts to leave]  You seem to be very broad-minded in your opinions, Miss Shirley."
153,"ANNE:  That's the nicest compliment anyone's ever paid me, Mrs. Harris.",ANNE," That's the nicest compliment anyone's ever paid me, Mrs. Harris."
154,Script Index -- 1 -- 2 -- 3 -- 4 -- 5 -- 6 -- 7 -- 8 -- 9 -- Next,Script Index -- 1 -- 2 -- 3 -- 4 -- 5 -- 6 -- 7 -- 8 -- 9 -- Next,
0,Sequel Script: Part 7,Sequel Script,Part 7
1,SCENE: Park,SCENE,Park
2,"ANNE:  [to shepherd] Pardon me, young man.  I was wondering if you would allow my girls and me the pleasure of a hayride into town in your wagon.  It would be so exciting for them,  and I promise they won't be any trouble.",ANNE," [to shepherd] Pardon me, young man.  I was wondering if you would allow my girls and me the pleasure of a hayride into town in your wagon.  It would be so exciting for them,  and I promise they won't be any trouble."
3,[all the girls go for a hayride],[all the girls go for a hayride],
4,        SCENE:  Maplehurst,        SCENE, Maplehurst
5,"PAULINE HARRIS:  [seeing Mrs. Harris out and about]  Mama.  Mama?  [to Isaac Kent]  You'll simply have to go.  Good bye.  Mama!  Mama, what's happened?  Mama, are you alright?  You're wearing a hat.  Mama, I can't remember the last time I--",PAULINE HARRIS," [seeing Mrs. Harris out and about]  Mama.  Mama?  [to Isaac Kent]  You'll simply have to go.  Good bye.  Mama!  Mama, what's happened?  Mama, are you alright?  You're wearing a hat.  Mama, I can't remember the last time I--"
