,raw,char,line
155,"FEMALE V.A.D.: I can’t say.  Get in, please.  We’ve no time to even think.",FEMALE V.A.D.,"I can’t say.  Get in, please.  We’ve no time to even think."
156,"ANNE: No, wait.  Wait, please.  The baby.",ANNE,"No, wait.  Wait, please.  The baby."
157,"FEMALE V.A.D.: Give it up to one of the townswomen, please!",FEMALE V.A.D.,"Give it up to one of the townswomen, please!"
158,"V.A.D. DRIVER: Oh, it’s like a state of siege, isn’t it?  You can’t take a mum away from her baby.  Will you get out of the bloody way; we’re trapped!",V.A.D. DRIVER,"Oh, it’s like a state of siege, isn’t it?  You can’t take a mum away from her baby.  Will you get out of the bloody way; we’re trapped!"
159,ANNE: Any of these vehicles from Bar-le-duc?,ANNE,Any of these vehicles from Bar-le-duc?
160,"V.A.D. DRIVER: No, this it is.  Everyone else left in the field is either captured or killed.",V.A.D. DRIVER,"No, this it is.  Everyone else left in the field is either captured or killed."
161,ANNE: I have to go to the convoy that’s departing for Boulogne.  I have a friend in the truck and I have to see that he gets out.,ANNE,I have to go to the convoy that’s departing for Boulogne.  I have a friend in the truck and I have to see that he gets out.
162,"V.A.D. DRIVER: Well, you just relax.  It can’t get any worse for him.",V.A.D. DRIVER,"Well, you just relax.  It can’t get any worse for him."
163,     SCENE: Nighttime ,     SCENE,Nighttime 
164,ANNE: [trying to soothe Dominic] It’s okay.,ANNE,[trying to soothe Dominic] It’s okay.
165,FEMALE V.A.D.: Load the men back on.  We can’t afford to spend the night in this area.  Come on.  I need someone over here.,FEMALE V.A.D.,Load the men back on.  We can’t afford to spend the night in this area.  Come on.  I need someone over here.
166,     SCENE: Boulogne,     SCENE,Boulogne
167,ANNE: He needs to be fed.  Can we get some milk?,ANNE,He needs to be fed.  Can we get some milk?
168,NURSE: You help unload.  I’ll take him to the infirmary.,NURSE,You help unload.  I’ll take him to the infirmary.
169,ANNE: Where’s Officer Blythe?  He was in your truck.,ANNE,Where’s Officer Blythe?  He was in your truck.
170,"FEMALE V.A.D.: If you want to find somebody, lady, get back on the next convoy to the front, but stop wandering around when these men are clamoring for help!",FEMALE V.A.D.,"If you want to find somebody, lady, get back on the next convoy to the front, but stop wandering around when these men are clamoring for help!"
171,     SCENE: In tent,     SCENE,In tent
172,"SOLDIER: [in pain] No, no, no, no.",SOLDIER,"[in pain] No, no, no, no."
173,"NURSE : It’s all right.  It’s all right.  Settle down now. Let me help you.  Soldier, listen to me.  Look at me. You’ve got to listen to me….",NURSE ,"It’s all right.  It’s all right.  Settle down now. Let me help you.  Soldier, listen to me.  Look at me. You’ve got to listen to me…."
174,"ANNE: Nurse, Officer Blythe?",ANNE,"Nurse, Officer Blythe?"
175,"NURSE TILDA: He’s over there, ma’am.",NURSE TILDA,"He’s over there, ma’am."
176,"ANNE: Doctor, I know this man.  How can I help him?",ANNE,"Doctor, I know this man.  How can I help him?"
177,"DOCTOR:  Well, I had to amputate the arm to remove the gangrene.  I’ve done all that I can do. See that he’s lucky enough to get shipped out.",DOCTOR," Well, I had to amputate the arm to remove the gangrene.  I’ve done all that I can do. See that he’s lucky enough to get shipped out."
178,ANNE: Fred? Fred?,ANNE,Fred? Fred?
179,FRED: What’s going to happen to me?,FRED,What’s going to happen to me?
180,ANNE: We’re going to get you home.  Fred.  We’re going to get you home.  I saw their faces when you went missing.  We’re going to get you home to your children.  [to nurse]  Can I get him on the next ship out of port?,ANNE,We’re going to get you home.  Fred.  We’re going to get you home.  I saw their faces when you went missing.  We’re going to get you home to your children.  [to nurse]  Can I get him on the next ship out of port?
181,NURSE TILDA: All right.  Cover him up and don’t let anyone hear him cry.,NURSE TILDA,All right.  Cover him up and don’t let anyone hear him cry.
182,"DOCTOR: We’re leaving for Paris, Tilda.  The station at the embassy needs massive help.",DOCTOR,"We’re leaving for Paris, Tilda.  The station at the embassy needs massive help."
183,ANNE: Excuse me.  Can I trouble you further?,ANNE,Excuse me.  Can I trouble you further?
184,NURSE TILDA: Yes.,NURSE TILDA,Yes.
185,"ANNE: Can you take this note to the embassy, in chance that my husband’s whereabouts become known to the Red Cross?",ANNE,"Can you take this note to the embassy, in chance that my husband’s whereabouts become known to the Red Cross?"
186,"NURSE TILDA: My man’s missing, too.  It’s all we can do but try.",NURSE TILDA,"My man’s missing, too.  It’s all we can do but try."
187,     SCENE: Heading for the ship,     SCENE,Heading for the ship
188,"ANNE: I’ll get you home, Fred. You’ll see your loved ones.  You’ll be all right Fred.",ANNE,"I’ll get you home, Fred. You’ll see your loved ones.  You’ll be all right Fred."
189,     SCENE: On the ship,     SCENE,On the ship
190,"ANNE: Here, Fred.  Fred, here.  This is the first stage of the journey home.",ANNE,"Here, Fred.  Fred, here.  This is the first stage of the journey home."
191,Script Index -- 1 -- 2 -- 3 -- 4 -- 5 -- 6 -- Next,Script Index -- 1 -- 2 -- 3 -- 4 -- 5 -- 6 -- Next,
0,Script: Part 5,Script,Part 5
1,SCENE: London,SCENE,London
2,ANNE: I’ll verify that this is the place.,ANNE,I’ll verify that this is the place.
3,"FRED: You go ahead, Anne.  We’ll be fine.",FRED,"You go ahead, Anne.  We’ll be fine."
4,     SCENE: Garrison’s hotel,     SCENE,Garrison’s hotel
5,"MR. DODD: No, we’ve not seen hide nor hair of that Garrison chap for months.  He requested that we leave everything as is.  I had my concerns, at one point, he was a spy.",MR. DODD,"No, we’ve not seen hide nor hair of that Garrison chap for months.  He requested that we leave everything as is.  I had my concerns, at one point, he was a spy."
6,ANNE: He said everything was paid for.,ANNE,He said everything was paid for.
7,"MRS. DODD: Well, yes, to the letter.  Always six months in advance. And we do like those American greenbacks.  Are you a relative, dear?",MRS. DODD,"Well, yes, to the letter.  Always six months in advance. And we do like those American greenbacks.  Are you a relative, dear?"
8,"ANNE: No.  Heavens, no.  I’m Canadian.  I worked with Mr. Garrison in New York.",ANNE,"No.  Heavens, no.  I’m Canadian.  I worked with Mr. Garrison in New York."
9,MRS. DODD: Not married?,MRS. DODD,Not married?
10,"ANNE: I have a child and an invalid officer to support, if you know of any jobs.",ANNE,"I have a child and an invalid officer to support, if you know of any jobs."
11,MRS. DODD: Few jobs these days with everyone evacuating the city.  We’re on tender hooks for this horror to end.,MRS. DODD,Few jobs these days with everyone evacuating the city.  We’re on tender hooks for this horror to end.
12,"ANNE: I’m strong, from so much physical work at the front, and I’m prepared to do any manual labor, even here at the hotel.",ANNE,"I’m strong, from so much physical work at the front, and I’m prepared to do any manual labor, even here at the hotel."
13,"MRS. DODD: Well, perha--",MRS. DODD,"Well, perha--"
14,"MR. DODD: The only opportunity for women these days is volunteer work and such, at the Red Cross.",MR. DODD,"The only opportunity for women these days is volunteer work and such, at the Red Cross."
15,ANNE: Thank you.,ANNE,Thank you.
16,MRS. DODD: We hope you’ll be comfortable.,MRS. DODD,We hope you’ll be comfortable.
17,     SCENE: British Red Cross,     SCENE,British Red Cross
18,"RED CROSS OFFICIAL: I can’t promise anything, madam. Mr. Wright here’s on the earliest shipment of vets back to Canada in two months.",RED CROSS OFFICIAL,"I can’t promise anything, madam. Mr. Wright here’s on the earliest shipment of vets back to Canada in two months."
19,ANNE: Nothing sooner?,ANNE,Nothing sooner?
20,RED CROSS OFFICIAL: Only if you’re willing to pay.,RED CROSS OFFICIAL,Only if you’re willing to pay.
21,     SCENE: Garrison’s apartment,     SCENE,Garrison’s apartment
22,FRED: She says the children are well.  Not a word about herself.  “How’s Anne?”  Doesn’t ask about me.,FRED,She says the children are well.  Not a word about herself.  “How’s Anne?”  Doesn’t ask about me.
23,"ANNE: Oh, Fred.  Let me help, Fred.  The last thing she told me was how she prayed you two would have another chance.  She loves you, Fred.",ANNE,"Oh, Fred.  Let me help, Fred.  The last thing she told me was how she prayed you two would have another chance.  She loves you, Fred."
24,FRED: It’s hard being cooped up in here with you typing like a fiend.,FRED,It’s hard being cooped up in here with you typing like a fiend.
25,ANNE: I’m sorry.  I didn’t realize I was bothering you.  I’m just trying to get these notes from the front typed up while they’re still fresh in my mind.  There.,ANNE,I’m sorry.  I didn’t realize I was bothering you.  I’m just trying to get these notes from the front typed up while they’re still fresh in my mind.  There.
26,FRED: All these months I wished I’d have had it in me to say goodbye to them.  Maybe I should go out and get some air.  Thank you.  It’ll probably do us both some good.,FRED,All these months I wished I’d have had it in me to say goodbye to them.  Maybe I should go out and get some air.  Thank you.  It’ll probably do us both some good.
27,"ANNE: All right.  Everything’s going to be fine, Fred.  I’ll get you home.  You’ll see your loved ones soon.",ANNE,"All right.  Everything’s going to be fine, Fred.  I’ll get you home.  You’ll see your loved ones soon."
28,FRED: If they can bare the sight of me.,FRED,If they can bare the sight of me.
29,     SCENE: American Embassy,     SCENE,American Embassy
30,EMBASSY CLERK: Where is this Mr. Garrison posted?,EMBASSY CLERK,Where is this Mr. Garrison posted?
31,"ANNE: He’s connected to a General Pershing, that’s all I know.  We last saw each other at Bar-le-duc.",ANNE,"He’s connected to a General Pershing, that’s all I know.  We last saw each other at Bar-le-duc."
32,"EMBASSY CLERK: Well, General Pershing is involved right now in a setting up a telephone network across France.  Officer Garrison could be anywhere.",EMBASSY CLERK,"Well, General Pershing is involved right now in a setting up a telephone network across France.  Officer Garrison could be anywhere."
33,ANNE: If I were to send a cable to the General?,ANNE,If I were to send a cable to the General?
34,"EMBASSY CLERK: Well, I can only try.",EMBASSY CLERK,"Well, I can only try."
35,ANNE: Baby arrived safely in London.  Not everything worked out.  Contact as soon as possible.  Awaiting instructions.,ANNE,Baby arrived safely in London.  Not everything worked out.  Contact as soon as possible.  Awaiting instructions.
36,"EMBASSY CLERK: All right, we’ll see what we can do.",EMBASSY CLERK,"All right, we’ll see what we can do."
37,     SCENE: Garrison’s apartment,     SCENE,Garrison’s apartment
38,"ANNE: What’s going on?  What’s going on? [bombing outside]  Fred, I think they’re bombing the city.",ANNE,"What’s going on?  What’s going on? [bombing outside]  Fred, I think they’re bombing the city."
39,"MRS. DODD: The zeps are coming.  Everyone down to the basement.  Down to the basement, please.  All the way down to the basement, please.  Everything’s under control.  Everyone down to the basement, please.  Down to the basement.  That’s it ma’am.  Down to the basement.  All the way down.  Thank you, sir.",MRS. DODD,"The zeps are coming.  Everyone down to the basement.  Down to the basement, please.  All the way down to the basement, please.  Everything’s under control.  Everyone down to the basement, please.  Down to the basement.  That’s it ma’am.  Down to the basement.  All the way down.  Thank you, sir."
40,     SCENE: Hotel basement,     SCENE,Hotel basement
41,BRIAN FINDLAY: I hate this stupid old war.  When can I go back to sleep?,BRIAN FINDLAY,I hate this stupid old war.  When can I go back to sleep?
42,"MRS. FINDLAY: Soon, soon.",MRS. FINDLAY,"Soon, soon."
43,MRS. DODD: [to Anne] You’ll remind him someday that he learned to toddle while London burned.  Hawonky little thing.,MRS. DODD,[to Anne] You’ll remind him someday that he learned to toddle while London burned.  Hawonky little thing.
44,FRED: Let me out of here!,FRED,Let me out of here!
45,"ANNE: Fred, Fred. You’re all right. You’re all right. You’re safe down here.  You’re safe.  Come on.",ANNE,"Fred, Fred. You’re all right. You’re all right. You’re safe down here.  You’re safe.  Come on."
46,"MR. DODD: Not to worry, everybody.  It’s good excuse to clear out this load of old rubbish.",MR. DODD,"Not to worry, everybody.  It’s good excuse to clear out this load of old rubbish."
47,"BRIAN FINDLAY: Can I hold him, madam?",BRIAN FINDLAY,"Can I hold him, madam?"
48,ANNE: All right.,ANNE,All right.
49,"MRS. FINDLAY: You’re baby’s not ill, I hope.",MRS. FINDLAY,"You’re baby’s not ill, I hope."
50,"ANNE: No, no.  He’s quite fine now, but he’s got a little cough.",ANNE,"No, no.  He’s quite fine now, but he’s got a little cough."
51,"MRS. FINDLAY: I only ask because my husband, he nearly died at the front of the pneumonia.  He’s home on leave soon.  All we can think about is getting back to his people in Canada.",MRS. FINDLAY,"I only ask because my husband, he nearly died at the front of the pneumonia.  He’s home on leave soon.  All we can think about is getting back to his people in Canada."
52,ANNE: Where in Canada?,ANNE,Where in Canada?
53,MRS. FINDLAY: Halifax.,MRS. FINDLAY,Halifax.
54,"ANNE:  No, I taught for five years in Halifax.  We’re from Prince Edward Island, just off the coast of Nova Scotia.",ANNE," No, I taught for five years in Halifax.  We’re from Prince Edward Island, just off the coast of Nova Scotia."
55,"BRIAN FINDLAY: My dad used to sing to us about Canada. [sings] So farewell to Nova Scotia, you sea-bound coast.  Let your mountains dark and dreary be.  For when I’m far away on the briny ocean tossed, will you ever give a sigh and a wish for me…",BRIAN FINDLAY,"My dad used to sing to us about Canada. [sings] So farewell to Nova Scotia, you sea-bound coast.  Let your mountains dark and dreary be.  For when I’m far away on the briny ocean tossed, will you ever give a sigh and a wish for me…"
56,     SCENE: British Red Cross,     SCENE,British Red Cross
57,"ANNE: [reading a letter] “Dear Mrs. Blythe.  We regret to inform you that the whereabouts of your husband, Captain Gilbert Blythe, are currently unknown. We have reason to believe that the enemy may have captured Mr. Blythe.” [to clerk] What does this mean?  No one knows if he’s dead.",ANNE,"[reading a letter] “Dear Mrs. Blythe.  We regret to inform you that the whereabouts of your husband, Captain Gilbert Blythe, are currently unknown. We have reason to believe that the enemy may have captured Mr. Blythe.” [to clerk] What does this mean?  No one knows if he’s dead."
58,"EMBASSY CLERK: When a prisoner of war’s tags return to the Red Cross, the prisoner may have been moved to another camp or simply disappeared.",EMBASSY CLERK,"When a prisoner of war’s tags return to the Red Cross, the prisoner may have been moved to another camp or simply disappeared."
59,ANNE: Someone must know where he went.  He’s the head of his division.,ANNE,Someone must know where he went.  He’s the head of his division.
60,"EMBASSY CLERK: I’m very sorry, madam.",EMBASSY CLERK,"I’m very sorry, madam."
61,"ANNE: Please, he didn’t just cease to exist.",ANNE,"Please, he didn’t just cease to exist."
62,"EMBASSY CLERK: Under the circumstances, I don’t believe they can claim the individual is missing in action.  Dr. Blythe, like many other medical personnel, may have been captured and forced to work for the enemy.  He may have come in contact with certain information that made him a target.  We just don’t know.",EMBASSY CLERK,"Under the circumstances, I don’t believe they can claim the individual is missing in action.  Dr. Blythe, like many other medical personnel, may have been captured and forced to work for the enemy.  He may have come in contact with certain information that made him a target.  We just don’t know."
63,"     SCENE: Garrison’s apartment, totally destroyed",     SCENE,"Garrison’s apartment, totally destroyed"
64,ANNE: What in heaven’s name?,ANNE,What in heaven’s name?
65,FRED: Findlays asked us downstairs for tea.  I come back and find this.,FRED,Findlays asked us downstairs for tea.  I come back and find this.
66,ANNE: Where’s Dominic?,ANNE,Where’s Dominic?
67,"FRED: With the Findlays. What’s going on, Anne?",FRED,"With the Findlays. What’s going on, Anne?"
68,ANNE: I don’t know.,ANNE,I don’t know.
69,FRED: How much do you really know about Jack Garrison?  Where is he?,FRED,How much do you really know about Jack Garrison?  Where is he?
70,ANNE: I don’t know.,ANNE,I don’t know.
71,FRED: I spoke to the Dodds.  They don’t seem really concerned.  Someone must be watching us.  Diana hasn’t been able to arrange passage.,FRED,I spoke to the Dodds.  They don’t seem really concerned.  Someone must be watching us.  Diana hasn’t been able to arrange passage.
72,ANNE: Fred!,ANNE,Fred!
73,FRED: I need to get home now.,FRED,I need to get home now.
74,ANNE: I’m doing my best.  Just be grateful you’re as safe as you are.,ANNE,I’m doing my best.  Just be grateful you’re as safe as you are.
75,     SCENE: Hotel lobby,     SCENE,Hotel lobby
76,"MRS. DODD: Well, it’s possible it may have been a thief, Mrs. Blythe.  But then again, nothing was stolen.",MRS. DODD,"Well, it’s possible it may have been a thief, Mrs. Blythe.  But then again, nothing was stolen."
77,ANNE: Has this ever happened before?,ANNE,Has this ever happened before?
78,"MR. DODD: No, the room’s been sealed for months, at Mr. Garrison’s request.",MR. DODD,"No, the room’s been sealed for months, at Mr. Garrison’s request."
79,MRS. DODD: Are you sure it couldn’t have been Mr. Wright?  You have to admit he’s acting awfully erratically.,MRS. DODD,Are you sure it couldn’t have been Mr. Wright?  You have to admit he’s acting awfully erratically.
80,     SCENE: Hotel stairs,     SCENE,Hotel stairs
81,ANNE: Thank you for looking after Dominic for me.,ANNE,Thank you for looking after Dominic for me.
82,MRS. FINDLAY: It’s all right.  We had a lovely afternoon together.,MRS. FINDLAY,It’s all right.  We had a lovely afternoon together.
83,ANNE: I received some news today about my husband.  I found out he was a P.O.W. in Germany.,ANNE,I received some news today about my husband.  I found out he was a P.O.W. in Germany.
84,"MRS. FINDLAY: What do you mean, “was”?",MRS. FINDLAY,"What do you mean, “was”?"
85,ANNE: No one seems to know what’s happened to him.,ANNE,No one seems to know what’s happened to him.
86,MRS. FINDLAY: I’m so sorry.,MRS. FINDLAY,I’m so sorry.
87,"ANNE: But I keep thinking, if he was really dead, surely I would know that in my heart.  I would feel a terrible emptiness.  You can understand that, can’t you Mrs. Findlay?",ANNE,"But I keep thinking, if he was really dead, surely I would know that in my heart.  I would feel a terrible emptiness.  You can understand that, can’t you Mrs. Findlay?"
88,"MRS. FINDLAY: Yes, I know, Anne.  You mustn’t give it thought.",MRS. FINDLAY,"Yes, I know, Anne.  You mustn’t give it thought."
89,     SCENE: Streets of London,     SCENE,Streets of London
90,ANNE: [someone grabs Anne] What?  Let go of me! [screams],ANNE,[someone grabs Anne] What?  Let go of me! [screams]
91,JACK: Shh!  Shh!  It’s me.  It’s Jack.  It’s Jack.  Don’t be afraid.  Are you okay?  Are you okay?,JACK,Shh!  Shh!  It’s me.  It’s Jack.  It’s Jack.  Don’t be afraid.  Are you okay?  Are you okay?
92,"ANNE: What are you trying to do, scare me half to death?",ANNE,"What are you trying to do, scare me half to death?"
93,JACK: I have been waiting and waiting.  This is the only safe place for us to talk.,JACK,I have been waiting and waiting.  This is the only safe place for us to talk.
94,ANNE: Where have you been?,ANNE,Where have you been?
95,JACK: I’m sorry I stayed there so long.  Colette and I need to meet so I can make arrangements for the…  What?,JACK,I’m sorry I stayed there so long.  Colette and I need to meet so I can make arrangements for the…  What?
96,"ANNE: Colette is dead, Jack.  There was a…",ANNE,"Colette is dead, Jack.  There was a…"
97,JACK: The boy?,JACK,The boy?
98,ANNE: He’s safe.  I tried to contact you.,ANNE,He’s safe.  I tried to contact you.
99,JACK: Where is he?,JACK,Where is he?
100,ANNE: He’s in the apartment.,ANNE,He’s in the apartment.
101,JACK: I can’t let anyone know I’m here.  Help me.  Get me into the apartment?,JACK,I can’t let anyone know I’m here.  Help me.  Get me into the apartment?
102,ANNE: Yes.,ANNE,Yes.
103,     SCENE: Hotel basement,     SCENE,Hotel basement
104,ANNE: Someone broke into the apartment.,ANNE,Someone broke into the apartment.
105,JACK: Did you see anyone?,JACK,Did you see anyone?
106,ANNE: No.  Why can’t you let anyone know you’re here?,ANNE,No.  Why can’t you let anyone know you’re here?
107,JACK: Who’s watching Dominic?,JACK,Who’s watching Dominic?
108,ANNE: I left him with a friend.,ANNE,I left him with a friend.
109,     SCENE: Garrison’s apartment,     SCENE,Garrison’s apartment
110,JACK: Let’s hope it’s still here.,JACK,Let’s hope it’s still here.
111,ANNE: Can’t you tell me what you’re up to?,ANNE,Can’t you tell me what you’re up to?
112,"JACK: I’m involved in something very important. I need to make sure you and Dominic are safe.  I know I can trust you implicitly, Anne.",JACK,"I’m involved in something very important. I need to make sure you and Dominic are safe.  I know I can trust you implicitly, Anne."
113,ANNE: I want to send him back to Canada.,ANNE,I want to send him back to Canada.
114,"JACK: No, no. Don’t do that.  My plans have changed now.  [looking at the picture of him and Colette]  Colette and I weren’t married, but Dominic, he’s my flesh and blood.  It was never my intention to get involved with Colette, but I did.  And I loved her.",JACK,"No, no. Don’t do that.  My plans have changed now.  [looking at the picture of him and Colette]  Colette and I weren’t married, but Dominic, he’s my flesh and blood.  It was never my intention to get involved with Colette, but I did.  And I loved her."
115,ANNE: You better hurry.,ANNE,You better hurry.
116,JACK: [sighs] I should never have encouraged them to come with me.,JACK,[sighs] I should never have encouraged them to come with me.
117,"ANNE: No, you shouldn’t have.  Nor put me in the middle of this.",ANNE,"No, you shouldn’t have.  Nor put me in the middle of this."
118,JACK: Look.  I’m involved in American government underground efforts to end the war.  I’m being followed.  I need you to stay put until I can contact you with arrangements for Dominic.,JACK,Look.  I’m involved in American government underground efforts to end the war.  I’m being followed.  I need you to stay put until I can contact you with arrangements for Dominic.
119,ANNE: I can’t stay here indefinitely.,ANNE,I can’t stay here indefinitely.
120,"JACK: It won’t be for that long.  Anne, you can’t tell anyone.  You can’t tell the neighbors; you can’t tell any of the guests in the hotel. Tell no one, no one, that I’ve been here.",JACK,"It won’t be for that long.  Anne, you can’t tell anyone.  You can’t tell the neighbors; you can’t tell any of the guests in the hotel. Tell no one, no one, that I’ve been here."
121,ANNE: Where will you go?,ANNE,Where will you go?
122,JACK: I got your last cable through Pershing.  Leave any messages for me at the embassy.  I’ve got to get out of here.  Did you ever find your husband?,JACK,I got your last cable through Pershing.  Leave any messages for me at the embassy.  I’ve got to get out of here.  Did you ever find your husband?
123,ANNE: His field unit was captured at Neufchateau.  I plan to go back for him.,ANNE,His field unit was captured at Neufchateau.  I plan to go back for him.
124,"JACK: You never give up, do you?",JACK,"You never give up, do you?"
125,ANNE: No.,ANNE,No.
126,JACK: Promise to take care of my boy if anything happens to me.,JACK,Promise to take care of my boy if anything happens to me.
127,ANNE: What’s going to happen to you Jack?,ANNE,What’s going to happen to you Jack?
128,JACK: Nothing.  Nothing for the moment.  Just promise me.,JACK,Nothing.  Nothing for the moment.  Just promise me.
129,ANNE: I promise.  [they hug],ANNE,I promise.  [they hug]
130,JACK: Thank you.,JACK,Thank you.
131,     SCENE: Hotel lobby,     SCENE,Hotel lobby
132,"MRS. FINDLAY: Come and join us, Anne.  You need a solid breakfast before you go on a long day’s job hunt.",MRS. FINDLAY,"Come and join us, Anne.  You need a solid breakfast before you go on a long day’s job hunt."
133,ANNE: I’ll be fine.  You’ve been more than generous.,ANNE,I’ll be fine.  You’ve been more than generous.
134,"MRS. FINDLAY: I insist.  Fade away to nothing, you will.",MRS. FINDLAY,"I insist.  Fade away to nothing, you will."
135,"ANNE: I’m actually very hungry, thank you. I’ll just grab a sweater for Dominic.",ANNE,"I’m actually very hungry, thank you. I’ll just grab a sweater for Dominic."
136,FRED: Can I order for you?,FRED,Can I order for you?
137,"ANNE: Thank you, Fred.  I’m beginning to feel like we’re a married couple. [they laugh]",ANNE,"Thank you, Fred.  I’m beginning to feel like we’re a married couple. [they laugh]"
138,FRED: [to Dominic] Let’s get some food.,FRED,[to Dominic] Let’s get some food.
139,FERGUS KEEGAN: Mrs. Blythe?  My name is Fergus Keegan.  I’m editor-in-chief of the London Illustrated Dispatch.  I was hoping to introduce myself.  Jack Garrison used to work for us and I was wondering if you’d had any contact with him.,FERGUS KEEGAN,Mrs. Blythe?  My name is Fergus Keegan.  I’m editor-in-chief of the London Illustrated Dispatch.  I was hoping to introduce myself.  Jack Garrison used to work for us and I was wondering if you’d had any contact with him.
140,"ANNE: No, I’m afraid not.",ANNE,"No, I’m afraid not."
141,FERGUS KEEGAN: Are you waiting here to meet him for some reason?,FERGUS KEEGAN,Are you waiting here to meet him for some reason?
142,"ANNE: [fumbles over words] No, I knew Jack in New York and he’s just lent my friend and me his apartment while we’re here in London.",ANNE,"[fumbles over words] No, I knew Jack in New York and he’s just lent my friend and me his apartment while we’re here in London."
143,"FERGUS KEEGAN: Forgive me.  Jack used to feed us reports concerning events at the front and he’s sorely missed.  We were very successful at selling his stories to the American papers, and I was hoping that he would be returning to London.",FERGUS KEEGAN,"Forgive me.  Jack used to feed us reports concerning events at the front and he’s sorely missed.  We were very successful at selling his stories to the American papers, and I was hoping that he would be returning to London."
144,"ANNE: I’m afraid I can’t help you.  Excuse me, but how do you know me?",ANNE,"I’m afraid I can’t help you.  Excuse me, but how do you know me?"
145,"FERGUS KEEGAN: Oh, the manager of the hotel mentioned that were staying in Jack’s apartment and that you were looking for work, and I may be of some assistance there.  You are a writer?",FERGUS KEEGAN,"Oh, the manager of the hotel mentioned that were staying in Jack’s apartment and that you were looking for work, and I may be of some assistance there.  You are a writer?"
146,"ANNE: Yes, I am.  I’m not planning on being in London for much longer, but a job would be very much appreciated.",ANNE,"Yes, I am.  I’m not planning on being in London for much longer, but a job would be very much appreciated."
147,"FERGUS KEEGAN: Yes, well, I’d be only too happy to meet you in my office, if you’re interested, and we can discuss any positions that might be available at the newspaper.  Here. My card.",FERGUS KEEGAN,"Yes, well, I’d be only too happy to meet you in my office, if you’re interested, and we can discuss any positions that might be available at the newspaper.  Here. My card."
148,"ANNE: Well, thank you very much.",ANNE,"Well, thank you very much."
149,FERGUS KEEGAN: And you will keep us informed if you receive any more information concerning Jack.  We’d be most obliged.  Good day.,FERGUS KEEGAN,And you will keep us informed if you receive any more information concerning Jack.  We’d be most obliged.  Good day.
150,ANNE: Good day. [he leaves],ANNE,Good day. [he leaves]
151,"MR. DODD: Uh, did Mr. Keegan have anything for you, Mrs. Blythe?",MR. DODD,"Uh, did Mr. Keegan have anything for you, Mrs. Blythe?"
152,"ANNE: Yes, he gave me his card.",ANNE,"Yes, he gave me his card."
153,"MRS. DODD: Oh, well, he’s a good man, Mrs. Blythe.  Mr. Garrison always spoke so highly of him.  Maybe he could help you locate your husband.  They have wire services there and so many fancy new methods of communication.",MRS. DODD,"Oh, well, he’s a good man, Mrs. Blythe.  Mr. Garrison always spoke so highly of him.  Maybe he could help you locate your husband.  They have wire services there and so many fancy new methods of communication."
154,"ANNE: Well, thank you for mentioning I was in need of a job.  How do you know him?",ANNE,"Well, thank you for mentioning I was in need of a job.  How do you know him?"
155,MR. DODD: So many journalists have resided in here over the years.  It’s a close little circle.,MR. DODD,So many journalists have resided in here over the years.  It’s a close little circle.
156,"ANNE: Thank you, again.",ANNE,"Thank you, again."
157,     SCENE: Dispatch publishing house,     SCENE,Dispatch publishing house
158,"ANNE: Hello.  Mr. Fergus Keegan, please.  Thank you.",ANNE,"Hello.  Mr. Fergus Keegan, please.  Thank you."
159,"FERGUS KEEGAN: Mrs. Blythe, I am so glad that you called.  Please.",FERGUS KEEGAN,"Mrs. Blythe, I am so glad that you called.  Please."
160,"ANNE: I decided to take you up on your offer.  But, as I mentioned, I‘ll only be staying in London for a little while longer before I return to the front.",ANNE,"I decided to take you up on your offer.  But, as I mentioned, I‘ll only be staying in London for a little while longer before I return to the front."
161,"FERGUS KEEGAN: Well, we do have a temporary post that requires prompt replacement.  The researcher to our society columnist, Maud Montrose, has left her position.",FERGUS KEEGAN,"Well, we do have a temporary post that requires prompt replacement.  The researcher to our society columnist, Maud Montrose, has left her position."
162,ANNE: It sounds intriguing.  ,ANNE,It sounds intriguing.  
163,"MAUD MONTROSE: [in background, outside office] Oh, don’t be so foolish.  Get back to work!",MAUD MONTROSE,"[in background, outside office] Oh, don’t be so foolish.  Get back to work!"
164,ANNE: Would it be possible for me to utilize any-,ANNE,Would it be possible for me to utilize any-
165,"FERGUS KEEGAN: Excuse me [he shuts the door] The wages here are one pound, six shillings a week.",FERGUS KEEGAN,"Excuse me [he shuts the door] The wages here are one pound, six shillings a week."
166,"ANNE: That should be fine.  As I was saying, I would like to avail myself of the information bureau and the wire service, if it’s not an imposition, sir.  I’d happily pay out of my own wages.",ANNE,"That should be fine.  As I was saying, I would like to avail myself of the information bureau and the wire service, if it’s not an imposition, sir.  I’d happily pay out of my own wages."
167,"FERGUS KEEGAN: My secretary will be glad to introduce you to any of the journalists or war correspondents that come in and out of our wire service bureau.  And after all, one good turn always deserves another.",FERGUS KEEGAN,"My secretary will be glad to introduce you to any of the journalists or war correspondents that come in and out of our wire service bureau.  And after all, one good turn always deserves another."
168,MAUD MONTROSE: [from outside] Fergus! [she opens the door]  You completely forgot to specify typing speed.,MAUD MONTROSE,[from outside] Fergus! [she opens the door]  You completely forgot to specify typing speed.
